Date,MaxTemp,MinTemp,AvgTemp,DepartureTemp,HDD,CDD,Precipitation,NewSnow,SnowDepth
2002-04-24,73,42,57.5,5.5,7,0,0.29,0,0
2002-04-25,54,37,45.5,-6.9,19,0,0,0,0
2002-04-26,53,36,44.5,-8.3,20,0,0,0,0
2002-04-27,54,41,47.5,-5.6,17,0,0.51,0,0
2002-04-28,59,41,50,-3.5,15,0,0.01,0,0
2002-04-29,61,40,50.5,-3.3,14,0,0,0,0
2002-04-30,60,47,53.5,-0.6,11,0,T,0,0
2002-05-01,63,43,53,-1.5,12,0,0.47,0,0
2002-05-02,53,44,48.5,-6.3,16,0,0.02,0,0
2002-05-03,53,38,45.5,-9.6,19,0,0,0,0
2002-05-04,69,34,51.5,-4,13,0,0,0,0
2002-05-05,69,48,58.5,2.7,6,0,0,0,0
2002-05-06,75,60,67.5,11.4,0,3,0.06,0,0
2002-05-07,68,44,56,-0.4,9,0,0,0,0
2002-05-08,65,45,55,-1.7,10,0,0.14,0,0
2002-05-09,68,48,58,1,7,0,0.31,0,0
2002-05-10,66,45,55.5,-1.8,9,0,0,0,0
2002-05-11,57,45,51,-6.7,14,0,2.18,0,0
2002-05-12,50,45,47.5,-10.5,17,0,0.13,0,0
2002-05-13,56,44,50,-8.3,15,0,T,0,0
2002-05-14,64,43,53.5,-5.1,11,0,0,0,0
2002-05-15,75,40,57.5,-1.4,7,0,0.01,0,0
2002-05-16,66,43,54.5,-4.7,10,0,0.85,0,0
2002-05-17,45,36,40.5,-18.9,24,0,0,0,0
2002-05-18,54,34,44,-15.7,21,0,0,0,0
2002-05-19,54,38,46,-14,19,0,T,0,0
2002-05-20,48,33,40.5,-19.8,24,0,0,0,0
2002-05-21,58,31,44.5,-16.1,20,0,0,0,0
2002-05-22,68,41,54.5,-6.5,10,0,0,0,0
2002-05-23,72,57,64.5,3.2,0,0,0.04,0,0
2002-05-24,64,43,53.5,-8.1,11,0,0.03,0,0
2002-05-25,57,41,49,-12.9,16,0,0.15,0,0
2002-05-26,73,37,55,-7.2,10,0,0,0,0
2002-05-27,78,49,63.5,1,1,0,T,0,0
2002-05-28,78,59,68.5,5.7,0,4,T,0,0
2002-05-29,83,62,72.5,9.3,0,8,0,0,0
2002-05-30,85,64,74.5,11,0,10,0,0,0
2002-05-31,86,67,76.5,12.7,0,12,T,0,0
2002-06-01,92,60,76,11.9,0,11,0,0,0
2002-06-02,71,52,61.5,-3,3,0,T,0,0
2002-06-03,70,53,61.5,-3.3,3,0,0.44,0,0
2002-06-04,70,59,64.5,-0.7,0,0,2.28,0,0
2002-06-05,65,46,55.5,-10,9,0,0.01,0,0
2002-06-06,66,50,58,-7.8,7,0,0,0,0
2002-06-07,77,50,63.5,-2.7,1,0,0,0,0
2002-06-08,82,60,71,4.5,0,6,0,0,0
2002-06-09,87,56,71.5,4.6,0,7,0,0,0
2002-06-10,88,71,79.5,12.3,0,15,0.66,0,0
2002-06-11,83,69,76,8.4,0,11,0.28,0,0
2002-06-12,70,57,63.5,-4.4,1,0,0,0,0
2002-06-13,64,55,59.5,-8.8,5,0,0.11,0,0
2002-06-14,67,54,60.5,-8.1,4,0,0.75,T,0
2002-06-15,78,55,66.5,-2.4,0,2,0,0,0
2002-06-16,77,55,66,-3.3,0,1,0,0,0
2002-06-17,77,57,67,-2.6,0,2,T,0,0
2002-06-18,84,55,69.5,-0.4,0,5,0,0,0
2002-06-19,85,64,74.5,4.3,0,10,0,0,0
2002-06-20,91,73,82,11.5,0,17,0,0,0
2002-06-21,88,71,79.5,8.7,0,15,0,0,0
2002-06-22,92,67,79.5,8.4,0,15,0,0,0
2002-06-23,92,72,82,10.6,0,17,0,0,0
2002-06-24,92,64,78,6.4,0,13,0,0,0
2002-06-25,88,73,80.5,8.6,0,16,0.08,0,0
2002-06-26,88,70,79,6.9,0,14,T,0,0
2002-06-27,82,66,74,1.6,0,9,0,0,0
2002-06-28,86,61,73.5,0.9,0,9,0,0,0
2002-06-29,87,60,73.5,0.7,0,9,0,0,0
2002-06-30,93,69,81,8,0,16,0,0,0
2002-07-01,93,75,84,10.8,0,19,0,0,0
2002-07-02,93,75,84,10.7,0,19,0,0,0
2002-07-03,94,73,83.5,10,0,19,0,0,0
2002-07-04,90,69,79.5,5.9,0,15,0.19,0,0
2002-07-05,81,68,74.5,0.8,0,10,0,0,0
2002-07-06,84,66,75,1.2,0,10,0.04,0,0
2002-07-07,89,64,76.5,2.6,0,12,0,0,0
2002-07-08,93,69,81,7,0,16,0,0,0
2002-07-09,80,68,74,-0.1,0,9,2.08,0,0
2002-07-10,78,69,73.5,-0.7,0,9,0,0,0
2002-07-11,74,63,68.5,-5.7,0,4,0,0,0
2002-07-12,79,57,68,-6.3,0,3,0,0,0
2002-07-13,82,57,69.5,-4.8,0,5,0,0,0
2002-07-14,88,56,72,-2.3,0,7,0,0,0
2002-07-15,91,60,75.5,1.2,0,11,0,0,0
2002-07-16,89,69,79,4.7,0,14,0,0,0
2002-07-17,89,66,77.5,3.2,0,13,0,0,0
2002-07-18,92,72,82,7.7,0,17,0,0,0
2002-07-19,81,67,74,-0.3,0,9,0,0,0
2002-07-20,90,62,76,1.8,0,11,T,0,0
2002-07-21,96,78,87,12.8,0,22,0,0,0
2002-07-22,90,76,83,8.8,0,18,T,0,0
2002-07-23,76,63,69.5,-4.6,0,5,0,0,0
2002-07-24,79,63,71,-3.1,0,6,0,0,0
2002-07-25,80,65,72.5,-1.5,0,8,0.01,0,0
2002-07-26,88,69,78.5,4.5,0,14,0,0,0
2002-07-27,89,71,80,6.1,0,15,0.29,0,0
2002-07-28,88,74,81,7.1,0,16,0.01,0,0
2002-07-29,83,71,77,3.2,0,12,0.06,0,0
2002-07-30,91,69,80,6.2,0,15,0,0,0
2002-07-31,94,69,81.5,7.8,0,17,0,0,0
2002-08-01,94,75,84.5,10.8,0,20,T,0,0
2002-08-02,81,63,72,-1.6,0,7,0.05,0,0
2002-08-03,90,59,74.5,1,0,10,0,0,0
2002-08-04,89,74,81.5,8,0,17,0.68,0,0
2002-08-05,84,69,76.5,3.1,0,12,0,0,0
2002-08-06,74,63,68.5,-4.9,0,4,0,0,0
2002-08-07,76,58,67,-6.3,0,2,0,0,0
2002-08-08,80,58,69,-4.2,0,4,0,0,0
2002-08-09,83,57,70,-3.2,0,5,0,0,0
2002-08-10,89,59,74,0.9,0,9,0,0,0
2002-08-11,93,67,80,7,0,15,0,0,0
2002-08-12,89,69,79,6,0,14,0.08,0,0
2002-08-13,85,67,76,3.1,0,11,2.45,0,0
2002-08-14,77,63,70,-2.8,0,5,T,0,0
2002-08-15,85,62,73.5,0.8,0,9,0,0,0
2002-08-16,81,69,75,2.3,0,10,T,0,0
2002-08-17,87,65,76,3.4,0,11,0,0,0
2002-08-18,79,53,66,-6.5,0,1,0,0,0
2002-08-19,74,57,65.5,-6.8,0,1,0.27,0,0
2002-08-20,76,55,65.5,-6.7,0,1,0,0,0
2002-08-21,87,62,74.5,2.4,0,10,T,0,0
2002-08-22,81,67,74,2,0,9,4.45,0,0
2002-08-23,78,67,72.5,0.7,0,8,0.07,0,0
2002-08-24,83,65,74,2.3,0,9,0.01,0,0
2002-08-25,84,64,74,2.5,0,9,T,0,0
2002-08-26,81,66,73.5,2.2,0,9,0,0,0
2002-08-27,83,65,74,2.9,0,9,0,0,0
2002-08-28,79,65,72,1.1,0,7,0,0,0
2002-08-29,78,61,69.5,-1.2,0,5,0,0,0
2002-08-30,83,62,72.5,2,0,8,0,0,0
2002-08-31,83,63,73,2.8,0,8,0,0,0
2002-09-01,85,62,73.5,3.5,0,9,0,0,0
2002-09-02,82,66,74,4.3,0,9,0.65,0,0
2002-09-03,80,64,72,2.6,0,7,0,0,0
2002-09-04,84,59,71.5,2.4,0,7,0,0,0
2002-09-05,83,60,71.5,2.7,0,7,0,0,0
2002-09-06,85,57,71,2.6,0,6,0,0,0
2002-09-07,89,59,74,5.9,0,9,0,0,0
2002-09-08,92,60,76,8.2,0,11,0,0,0
2002-09-09,90,66,78,10.6,0,13,0,0,0
2002-09-10,89,62,75.5,8.5,0,11,0.03,0,0
2002-09-11,75,52,63.5,-3.1,1,0,0,0,0
2002-09-12,78,49,63.5,-2.7,1,0,0,0,0
2002-09-13,77,51,64,-1.8,1,0,0,0,0
2002-09-14,83,53,68,2.6,0,3,T,0,0
2002-09-15,72,53,62.5,-2.5,2,0,0,0,0
2002-09-16,76,48,62,-2.6,3,0,0,0,0
2002-09-17,79,50,64.5,0.4,0,0,0,0,0
2002-09-18,80,62,71,7.3,0,6,0.21,0,0
2002-09-19,80,72,76,12.8,0,11,0.05,0,0
2002-09-20,72,62,67,4.2,0,2,0.39,0,0
2002-09-21,80,58,69,6.7,0,4,0,0,0
2002-09-22,66,45,55.5,-6.4,9,0,0.27,0,0
2002-09-23,69,39,54,-7.4,11,0,0,0,0
2002-09-24,61,42,51.5,-9.5,13,0,0,0,0
2002-09-25,74,43,58.5,-2.1,6,0,0,0,0
2002-09-26,76,48,62,1.9,3,0,0,0,0
2002-09-27,67,53,60,0.3,5,0,0,0,0
2002-09-28,74,50,62,2.8,3,0,T,0,0
2002-09-29,84,60,72,13.2,0,7,0.12,0,0
2002-09-30,85,68,76.5,18.1,0,12,0,0,0
2002-10-01,82,67,74.5,16.5,0,10,0.01,0,0
2002-10-02,71,60,65.5,7.9,0,1,0.35,0,0
2002-10-03,63,58,60.5,3.3,4,0,T,0,0
2002-10-04,72,54,63,6.2,2,0,0.63,0,0
2002-10-05,63,46,54.5,-1.9,10,0,0,0,0
2002-10-06,69,47,58,2,7,0,0.01,0,0
2002-10-07,55,40,47.5,-8.1,17,0,0,0,0
2002-10-08,66,45,55.5,0.3,9,0,0,0,0
2002-10-09,65,48,56.5,1.6,8,0,0,0,0
2002-10-10,73,51,62,7.5,3,0,0,0,0
2002-10-11,73,48,60.5,6.3,4,0,0,0,0
2002-10-12,72,49,60.5,6.7,4,0,0.1,0,0
2002-10-13,50,33,41.5,-12,23,0,0,0,0
2002-10-14,57,30,43.5,-9.6,21,0,0,0,0
2002-10-15,60,39,49.5,-3.3,15,0,0,0,0
2002-10-16,50,33,41.5,-11,23,0,0,0,0
2002-10-17,45,36,40.5,-11.6,24,0,0.14,0,0
2002-10-18,62,36,49,-2.8,16,0,0.02,0,0
2002-10-19,51,32,41.5,-10,23,0,0,0,0
2002-10-20,52,29,40.5,-10.7,24,0,0,0,0
2002-10-21,56,33,44.5,-6.3,20,0,0,0,0
2002-10-22,50,37,43.5,-7,21,0,0,0,0
2002-10-23,46,40,43,-7.2,22,0,T,0,0
2002-10-24,46,42,44,-5.8,21,0,0.1,0,0
2002-10-25,47,42,44.5,-5,20,0,0.24,0,0
2002-10-26,47,38,42.5,-6.7,22,0,0,0,0
2002-10-27,46,38,42,-6.8,23,0,T,0,0
2002-10-28,49,38,43.5,-5,21,0,T,0,0
2002-10-29,46,42,44,-4.1,21,0,T,0,0
2002-10-30,48,41,44.5,-3.2,20,0,0,0,0
2002-10-31,49,31,40,-7.4,25,0,0,0,0
2002-11-01,40,25,32.5,-14.5,32,0,0,0,0
2002-11-02,48,28,38,-8.6,27,0,0,0,0
2002-11-03,47,24,35.5,-10.7,29,0,0,0,0
2002-11-04,46,31,38.5,-7.3,26,0,0,0,0
2002-11-05,41,34,37.5,-7.9,27,0,0.12,0,0
2002-11-06,43,36,39.5,-5.4,25,0,0,0,0
2002-11-07,58,29,43.5,-1,21,0,0,0,0
2002-11-08,63,48,55.5,11.5,9,0,0,0,0
2002-11-09,63,53,58,14.4,7,0,0.08,0,0
2002-11-10,62,40,51,7.9,14,0,T,0,0
2002-11-11,41,36,38.5,-4.1,26,0,0.04,0,0
2002-11-12,43,36,39.5,-2.7,25,0,0,0,0
2002-11-13,56,35,45.5,3.8,19,0,0,0,0
2002-11-14,55,39,47,5.8,18,0,0.17,0,0
2002-11-15,40,36,38,-2.7,27,0,T,0,0
2002-11-16,36,31,33.5,-6.7,31,0,0.01,T,0
2002-11-17,39,24,31.5,-8.2,33,0,0.03,1,1
2002-11-18,45,24,34.5,-4.7,30,0,0.18,0,0
2002-11-19,54,33,43.5,4.8,21,0,T,0,0
2002-11-20,51,37,44,5.9,21,0,0,0,0
2002-11-21,43,34,38.5,0.9,26,0,0.22,T,0
2002-11-22,37,24,30.5,-6.6,34,0,0,0,0
2002-11-23,47,30,38.5,1.9,26,0,0,0,0
2002-11-24,38,26,32,-4.1,33,0,0.05,0.9,0
2002-11-25,31,20,25.5,-10.1,39,0,0,0,1
2002-11-26,29,20,24.5,-10.6,40,0,0.14,2.8,0
2002-11-27,30,14,22,-12.6,43,0,0,0,2
2002-11-28,33,15,24,-10.1,41,0,0,0,2
2002-11-29,46,33,39.5,5.9,25,0,0,0,1
2002-11-30,40,17,28.5,-4.7,36,0,T,T,0
2002-12-01,36,13,24.5,-8.2,40,0,0,0,0
2002-12-02,35,22,28.5,-3.8,36,0,0.23,3,0
2002-12-03,24,14,19,-12.8,46,0,0.05,2.5,3
2002-12-04,28,10,19,-12.4,46,0,0,0,2
2002-12-05,24,15,19.5,-11.5,45,0,T,T,1
2002-12-06,32,9,20.5,-10.1,44,0,0,0,1
2002-12-07,41,28,34.5,4.3,30,0,0,0,0
2002-12-08,30,13,21.5,-8.3,43,0,0,0,0
2002-12-09,31,8,19.5,-9.9,45,0,0,0,0
2002-12-10,45,23,34,4.9,31,0,0,0,0
2002-12-11,45,19,32,3.3,33,0,0,0,0
2002-12-12,38,29,33.5,5.1,31,0,0,0,0
2002-12-13,39,33,36,7.9,29,0,0,0,0
2002-12-14,38,31,34.5,6.7,30,0,0,0,0
2002-12-15,45,31,38,10.5,27,0,0,0,0
2002-12-16,33,30,31.5,4.2,33,0,0,0,0
2002-12-17,37,30,33.5,6.5,31,0,0.07,0,0
2002-12-18,55,37,46,19.3,19,0,1.41,0,0
2002-12-19,55,34,44.5,18,20,0,T,0,0
2002-12-20,35,29,32,5.7,33,0,0.02,T,0
2002-12-21,34,28,31,4.9,34,0,T,T,0
2002-12-22,30,25,27.5,1.6,37,0,0,0,0
2002-12-23,34,22,28,2.3,37,0,0,0,0
2002-12-24,31,20,25.5,0,39,0,0.06,0.5,0
2002-12-25,29,23,26,0.6,39,0,0.08,2,2
2002-12-26,29,18,23.5,-1.7,41,0,0,0,2
2002-12-27,33,18,25.5,0.5,39,0,0,0,1
2002-12-28,36,25,30.5,5.6,34,0,0,0,1
2002-12-29,40,22,31,6.2,34,0,0,0,0
2002-12-30,60,37,48.5,23.9,16,0,0.01,0,0
2002-12-31,41,28,34.5,10,30,0,0,0,0
2003-01-01,33,27,30,5.6,35,0,0,0,0
2003-01-02,31,28,29.5,5.2,35,0,0.02,0.3,0
2003-01-03,34,19,26.5,2.3,38,0,0,0,0
2003-01-04,34,15,24.5,0.4,40,0,0.02,0.3,0
2003-01-05,32,30,31,7,34,0,0.04,0.1,0
2003-01-06,33,26,29.5,5.6,35,0,T,T,T
2003-01-07,47,26,36.5,12.6,28,0,0,0,0
2003-01-08,54,37,45.5,21.7,19,0,0,0,0
2003-01-09,45,28,36.5,12.8,28,0,T,T,0
2003-01-10,29,13,21,-2.7,44,0,T,0.1,0
2003-01-11,20,8,14,-9.6,51,0,0,0,0
2003-01-12,32,9,20.5,-3.1,44,0,0,0,0
2003-01-13,30,18,24,0.5,41,0,T,T,0
2003-01-14,19,8,13.5,-10,51,0,0.01,0.4,T
2003-01-15,22,4,13,-10.5,52,0,0,0,T
2003-01-16,27,16,21.5,-2,43,0,0,0,T
2003-01-17,24,9,16.5,-6.9,48,0,0,0,0
2003-01-18,23,7,15,-8.4,50,0,0.01,0.3,0
2003-01-19,28,3,15.5,-7.9,49,0,T,T,0
2003-01-20,21,12,16.5,-6.9,48,0,0,0,0
2003-01-21,18,6,12,-11.5,53,0,0,0,0
2003-01-22,14,3,8.5,-15,56,0,0,0,0
2003-01-23,12,-4,4,-19.5,61,0,0,0,0
2003-01-24,16,2,9,-14.6,56,0,T,T,0
2003-01-25,34,15,24.5,0.9,40,0,0.01,0.4,0
2003-01-26,19,1,10,-13.7,55,0,T,T,T
2003-01-27,20,-7,6.5,-17.3,58,0,0,0,0
2003-01-28,31,20,25.5,1.6,39,0,0.15,2.4,0
2003-01-29,28,13,20.5,-3.5,44,0,T,T,2
2003-01-30,32,18,25,0.9,40,0,0,0,2
2003-01-31,35,32,33.5,9.3,31,0,0.1,T,2
2003-02-01,34,32,33,8.7,32,0,T,0,1
2003-02-02,39,34,36.5,12,28,0,0.03,0,0
2003-02-03,45,32,38.5,13.8,26,0,0.11,T,0
2003-02-04,32,10,21,-3.8,44,0,T,T,0
2003-02-05,27,8,17.5,-7.5,47,0,0,0,0
2003-02-06,32,15,23.5,-1.7,41,0,0,0,0
2003-02-07,18,8,13,-12.4,52,0,T,T,0
2003-02-08,30,10,20,-5.7,45,0,T,T,0
2003-02-09,26,4,15,-10.9,50,0,0,0,0
2003-02-10,28,8,18,-8.2,47,0,T,T,0
2003-02-11,32,5,18.5,-7.9,46,0,T,T,0
2003-02-12,21,4,12.5,-14.2,52,0,0,0,0
2003-02-13,32,11,21.5,-5.5,43,0,0,0,0
2003-02-14,35,14,24.5,-2.8,40,0,T,T,0
2003-02-15,29,19,24,-3.6,41,0,T,T,0
2003-02-16,28,18,23,-4.9,42,0,0,0,0
2003-02-17,32,22,27,-1.2,38,0,T,T,0
2003-02-18,37,25,31,2.5,34,0,0,0,0
2003-02-19,41,24,32.5,3.7,32,0,0,0,0
2003-02-20,50,27,38.5,9.3,26,0,0,0,0
2003-02-21,50,23,36.5,7,28,0,0,0,0
2003-02-22,35,20,27.5,-2.4,37,0,T,T,0
2003-02-23,28,12,20,-10.2,45,0,0,0,0
2003-02-24,23,6,14.5,-16.1,50,0,0.05,1.5,1
2003-02-25,17,-2,7.5,-23.5,57,0,0,0,1
2003-02-26,30,5,17.5,-13.8,47,0,0,0,0
2003-02-27,32,10,21,-10.7,44,0,0,0,0
2003-02-28,40,13,26.5,-5.6,38,0,0,0,0
2003-03-01,39,21,30,-2.4,35,0,T,T,0
2003-03-02,32,10,21,-11.8,44,0,T,T,0
2003-03-03,31,8,19.5,-13.7,45,0,0.07,0.5,0
2003-03-04,34,15,24.5,-9.1,40,0,0.46,4,T
2003-03-05,24,19,21.5,-12.4,43,0,0.12,2.1,5
2003-03-06,28,11,19.5,-14.8,45,0,0.06,0.5,5
2003-03-07,35,23,29,-5.7,36,0,0,0,4
2003-03-08,42,13,27.5,-7.6,37,0,0.1,T,3
2003-03-09,13,6,9.5,-25.9,55,0,0,0,2
2003-03-10,20,2,11,-24.8,54,0,0,0,2
2003-03-11,44,17,30.5,-5.7,34,0,0,0,2
2003-03-12,42,29,35.5,-1,29,0,T,0,T
2003-03-13,35,27,31,-5.9,34,0,T,0,0
2003-03-14,55,23,39,1.8,26,0,0,0,0
2003-03-15,57,32,44.5,6.9,20,0,0,0,0
2003-03-16,67,42,54.5,16.6,10,0,0,0,0
2003-03-17,73,40,56.5,18.2,8,0,0,0,0
2003-03-18,44,37,40.5,1.8,24,0,0,0,0
2003-03-19,49,36,42.5,3.5,22,0,0.17,0,0
2003-03-20,65,43,54,14.6,11,0,0.16,0,0
2003-03-21,48,39,43.5,3.8,21,0,0.03,0,0
2003-03-22,47,39,43,2.9,22,0,0,0,0
2003-03-23,63,41,52,11.6,13,0,0,0,0
2003-03-24,74,42,58,17.2,7,0,0.07,0,0
2003-03-25,58,40,49,7.9,16,0,0.1,0,0
2003-03-26,59,31,45,3.5,20,0,0.01,0,0
2003-03-27,67,40,53.5,11.7,11,0,0.05,0,0
2003-03-28,61,36,48.5,6.3,16,0,0.36,0,0
2003-03-29,38,26,32,-10.5,33,0,T,T,0
2003-03-30,43,23,33,-9.9,32,0,T,T,0
2003-03-31,55,24,39.5,-3.7,25,0,0.06,0,0
2003-04-01,81,39,60,16.4,5,0,0,0,0
2003-04-02,72,36,54,10.1,11,0,0,0,0
2003-04-03,47,37,42,-2.3,23,0,0.52,0,0
2003-04-04,39,32,35.5,-9.2,29,0,1.22,0,0
2003-04-05,33,25,29,-16,36,0,0,0,0
2003-04-06,37,30,33.5,-11.9,31,0,T,T,0
2003-04-07,34,30,32,-13.8,33,0,0.22,3,2
2003-04-08,32,31,31.5,-14.6,33,0,T,T,T
2003-04-09,43,29,36,-10.5,29,0,0,0,0
2003-04-10,58,26,42,-4.9,23,0,0,0,0
2003-04-11,70,32,51,3.8,14,0,0,0,0
2003-04-12,49,36,42.5,-5.1,22,0,0,0,0
2003-04-13,67,29,48,0,17,0,0,0,0
2003-04-14,85,48,66.5,18.1,0,2,0,0,0
2003-04-15,86,64,75,26.3,0,10,0,0,0
2003-04-16,69,40,54.5,5.4,10,0,0.01,0,0
2003-04-17,44,39,41.5,-8,23,0,0.01,0,0
2003-04-18,46,39,42.5,-7.4,22,0,0,0,0
2003-04-19,79,41,60,9.8,5,0,0.01,0,0
2003-04-20,68,50,59,8.4,6,0,0.04,0,0
2003-04-21,51,43,47,-4,18,0,T,0,0
2003-04-22,56,35,45.5,-5.8,19,0,0,0,0
2003-04-23,56,30,43,-8.7,22,0,0,0,0
2003-04-24,60,37,48.5,-3.5,16,0,0,0,0
2003-04-25,57,42,49.5,-2.9,15,0,0,0,0
2003-04-26,58,37,47.5,-5.3,17,0,0,0,0
2003-04-27,75,36,55.5,2.4,9,0,0,0,0
2003-04-28,77,54,65.5,12,0,1,0,0,0
2003-04-29,63,44,53.5,-0.3,11,0,0.08,0,0
2003-04-30,68,46,57,2.9,8,0,2.22,0,0
2003-05-01,54,46,50,-4.5,15,0,0.98,0,0
2003-05-02,53,36,44.5,-10.3,20,0,T,0,0
2003-05-03,57,34,45.5,-9.6,19,0,0,0,0
2003-05-04,59,36,47.5,-8,17,0,1.14,0,0
2003-05-05,69,52,60.5,4.7,4,0,0.02,0,0
2003-05-06,72,48,60,3.9,5,0,0,0,0
2003-05-07,57,48,52.5,-3.9,12,0,0.06,0,0
2003-05-08,61,48,54.5,-2.2,10,0,0.28,0,0
2003-05-09,84,54,69,12,0,4,1.09,0,0
2003-05-10,74,56,65,7.7,0,0,0.36,0,0
2003-05-11,71,48,59.5,1.8,5,0,0.17,0,0
2003-05-12,67,50,58.5,0.5,6,0,0,0,0
2003-05-13,73,49,61,2.7,4,0,0,0,0
2003-05-14,59,46,52.5,-6.1,12,0,0.58,0,0
2003-05-15,57,46,51.5,-7.4,13,0,0,0,0
2003-05-16,65,44,54.5,-4.7,10,0,0,0,0
2003-05-17,68,49,58.5,-0.9,6,0,0,0,0
2003-05-18,71,48,59.5,-0.2,5,0,0,0,0
2003-05-19,74,58,66,6,0,1,0,0,0
2003-05-20,68,47,57.5,-2.8,7,0,0.07,0,0
2003-05-21,57,44,50.5,-10.1,14,0,0,0,0
2003-05-22,61,39,50,-11,15,0,0,0,0
2003-05-23,64,42,53,-8.3,12,0,T,0,0
2003-05-24,70,43,56.5,-5.1,8,0,0,0,0
2003-05-25,67,47,57,-4.9,8,0,0,0,0
2003-05-26,71,46,58.5,-3.7,6,0,0,0,0
2003-05-27,75,49,62,-0.5,3,0,0,0,0
2003-05-28,71,58,64.5,1.7,0,0,0.16,0,0
2003-05-29,67,48,57.5,-5.7,7,0,T,0,0
2003-05-30,71,45,58,-5.5,7,0,0.34,0,0
2003-05-31,58,38,48,-15.8,17,0,0.04,0,0
2003-06-01,63,38,50.5,-13.6,14,0,0,0,0
2003-06-02,68,38,53,-11.5,12,0,0.03,0,0
2003-06-03,61,52,56.5,-8.3,8,0,0.15,0,0
2003-06-04,68,48,58,-7.2,7,0,0,0,0
2003-06-05,78,47,62.5,-3,2,0,T,0,0
2003-06-06,72,49,60.5,-5.3,4,0,0.09,0,0
2003-06-07,77,55,66,-0.2,0,1,0,0,0
2003-06-08,67,56,61.5,-5,3,0,0.47,0,0
2003-06-09,76,54,65,-1.9,0,0,0,0,0
2003-06-10,78,54,66,-1.2,0,1,0.02,0,0
2003-06-11,68,53,60.5,-7.1,4,0,T,0,0
2003-06-12,67,55,61,-6.9,4,0,T,0,0
2003-06-13,70,57,63.5,-4.8,1,0,T,0,0
2003-06-14,78,52,65,-3.6,0,0,0,0,0
2003-06-15,75,57,66,-2.9,0,1,0,0,0
2003-06-16,79,53,66,-3.3,0,1,0,0,0
2003-06-17,81,52,66.5,-3.1,0,2,0,0,0
2003-06-18,90,57,73.5,3.6,0,9,0.66,0,0
2003-06-19,68,51,59.5,-10.7,5,0,0,0,0
2003-06-20,73,45,59,-11.5,6,0,0,0,0
2003-06-21,80,47,63.5,-7.3,1,0,0,0,0
2003-06-22,85,54,69.5,-1.6,0,5,0,0,0
2003-06-23,88,61,74.5,3.1,0,10,0,0,0
2003-06-24,92,66,79,7.4,0,14,0,0,0
2003-06-25,92,72,82,10.1,0,17,0,0,0
2003-06-26,75,60,67.5,-4.6,0,3,0.04,0,0
2003-06-27,83,57,70,-2.4,0,5,0,0,0
2003-06-28,82,63,72.5,-0.1,0,8,T,0,0
2003-06-29,83,64,73.5,0.7,0,9,0,0,0
2003-06-30,85,58,71.5,-1.5,0,7,0,0,0
2003-07-01,86,59,72.5,-0.7,0,8,0,0,0
2003-07-02,89,60,74.5,1.2,0,10,0,0,0
2003-07-03,93,64,78.5,5,0,14,T,0,0
2003-07-04,94,73,83.5,9.9,0,19,0.12,0,0
2003-07-05,88,68,78,4.3,0,13,0.54,0,0
2003-07-06,88,68,78,4.2,0,13,0.69,0,0
2003-07-07,88,69,78.5,4.6,0,14,0.14,0,0
2003-07-08,78,65,71.5,-2.5,0,7,0.31,0,0
2003-07-09,74,63,68.5,-5.6,0,4,0.25,0,0
2003-07-10,82,64,73,-1.2,0,8,0.06,0,0
2003-07-11,77,61,69,-5.2,0,4,T,0,0
2003-07-12,81,61,71,-3.3,0,6,0,0,0
2003-07-13,83,57,70,-4.3,0,5,0.06,0,0
2003-07-14,84,55,69.5,-4.8,0,5,0,0,0
2003-07-15,86,67,76.5,2.2,0,12,1.23,0,0
2003-07-16,84,59,71.5,-2.8,0,7,0,0,0
2003-07-17,86,64,75,0.7,0,10,0.13,T,0
2003-07-18,75,57,66,-8.3,0,1,0,0,0
2003-07-19,83,53,68,-6.3,0,3,0,0,0
2003-07-20,86,65,75.5,1.3,0,11,0.6,0,0
2003-07-21,82,67,74.5,0.3,0,10,0.23,0,0
2003-07-22,74,61,67.5,-6.7,0,3,0,0,0
2003-07-23,75,59,67,-7.1,0,2,0,0,0
2003-07-24,80,54,67,-7.1,0,2,0,0,0
2003-07-25,83,59,71,-3,0,6,0,0,0
2003-07-26,83,71,77,3,0,12,0,0,0
2003-07-27,82,66,74,0.1,0,9,T,0,0
2003-07-28,73,56,64.5,-9.4,0,0,0.12,0,0
2003-07-29,82,54,68,-5.8,0,3,0,0,0
2003-07-30,84,53,68.5,-5.3,0,4,0,0,0
2003-07-31,86,63,74.5,0.8,0,10,0.02,0,0
2003-08-01,85,64,74.5,0.8,0,10,2.24,T,0
2003-08-02,84,60,72,-1.6,0,7,0.55,0,0
2003-08-03,79,63,71,-2.5,0,6,0.68,0,0
2003-08-04,76,62,69,-4.5,0,4,0,0,0
2003-08-05,80,61,70.5,-2.9,0,6,0,0,0
2003-08-06,83,65,74,0.6,0,9,0.05,0,0
2003-08-07,80,66,73,-0.3,0,8,0,0,0
2003-08-08,74,64,69,-4.2,0,4,0.17,0,0
2003-08-09,77,63,70,-3.2,0,5,0,0,0
2003-08-10,85,61,73,-0.1,0,8,0,0,0
2003-08-11,74,63,68.5,-4.5,0,4,T,0,0
2003-08-12,75,67,71,-2,0,6,T,0,0
2003-08-13,81,63,72,-0.9,0,7,0,0,0
2003-08-14,86,67,76.5,3.7,0,12,0.1,0,0
